"vac_title","fulltext","Seniority"
"Mitarbeiter/Lagerhelfer (m/w/d) Kommissionierung","10000-1168215076-S Mitarbeiter/Lagerhelfer (m/w/d) Kommissionierung VOLLZEIT 51143 Köln Nordrhein-Westfalen 2019-01-03 UNBEFRISTET Werde Lagermitarbeiter (m/w) für die Kommissionierung, Sortierung und Verladung von Briefen und Paketen. Ohne unsere Lagerhelfer käme keine Sendung pünktlich an! Wenn du gerne die Ärmel hochkrempelst und körperlich fit bist, können wir dich beim Be- und Entladen unserer LKWs gut gebrauchen. Oder fühlst du dich in der Kommissionierung und Sortierung von Briefen und Paketen besser aufgehoben? Beides super, denn du zählst, wie du bist! Was wir bieten Attraktiver und tariflicher Stundenlohn - deutlich über Mindestlohn! Du kannst sofort starten, in Teilzeit Bezahlte Einarbeitung durch erfahrene Kollegen Eine Anstellung ganz in deiner Nähe Was du bietest Du arbeitest zuverlässig, hängst dich rein und bist flexibel Du kannst anpacken und bist körperlich fit Du kannst dich auf Deutsch unterhalten Du arbeitest gern im Team Wenn Sie sich für diese Tätigkeit interessieren, melden Sie sich bei der Arbeitsvermittlung Geis. Arbeitsvermittlung Geis Jochen Geis Jochen Geis Arbeitsvermittlung Geis Jochen Geis, Friedrich-Ebert-Platz 10, 51143 Köln, Porz, Deutschland, Nordrhein-Westfalen info@vermittlung-koeln.de","Junior"
"Disponent/-in Spedition","Disponent/-in Spedition https://jobs.jobware.net/Job/Disponent-in-Spedition.273873595.html?jw_chl_seg=HSJOBBOERSE&skin=basic-jw-logo Disponent/-in Spedition","Medior"
"Mitarbeiter/in im Vertriebsinnendienst","Mitarbeiter/in im Vertriebsinnendienst Georg Kirsten GmbH & Co. KG Kell am See Bewerbung erfolgt 04.01.19 Schnellbewerbung Heute Neu Verschaffen Sie sich einen Vorsprung vor anderen. Bewerben Sie sich jetzt! + Job Wir bieten: Gutes Gehalt inkl. Urlaubs- und Weihnachtsgeld + Weiterbildungs- und Aufstiegsmöglichkeiten + Angenehmes Betriebsklima + Sicherer Arbeitsplatz in einem erfolgreichen Unternehmen Nach erfolgreicher Einarbeitung betreuen Sie in einem Team den Vertriebsinnendienst. Dazu gehören folgende Tätigkeiten: + Schreiben von Angeboten im Neu-, Ersatzteil- sowie im Servicegeschäft + Anlegen von Aufträgen und Erstellen der dazugehörigen Unterlagen + Durchführung von Mailingaktionen + Vorbereitung, Nachbereitung und Mitwirkung bei Messen Dafür arbeiten Sie eng mit den technischen Abteilungen sowie mit der Fertigung zusammen. Wir erwarten: Kenntnisse und Erfahrung im Vertriebsinnendienst + gute Kenntnisse in MS-Word, MS-Excel und MS-Powerpoint + Idealerweise Kenntnisse im Bereich Industriehydraulik + Teamorientierung und Motivation Ihre aussagefähigen Bewerbungsunterlagen senden Sie bitte unter Angabe der Referenz Vertrieb an: Georg Kirsten GmbH & Co. KG - Gartenfeldstraße 17 - 54427 Kell am See personal@kirsten-hebezeuge.de - Telefon 06589-9178-11 - www.kirsten-hebezeuge.de Erhalten Sie Jobs wie diesen in Ihrem Postfach.","Medior"
"Mitarbeiter/in am Serivce-Center","10000-1167634555-S Mitarbeiter/in am Serivce-Center TEILZEIT SCHICHT_NACHTARBEIT_WOCHENENDE 07743 Jena Thüringen 2018-12-06 Restaurantfachmann/-frau Assistent/in - Gesundheits- und Sozialwesen BEFRISTET Artis Service-Wohnen ist eine ganzheitliche Wohnform für das Leben im Alter. Für unsere Artis Service-Wohnanlage am Paradies in Jena suchen wir Verstärkung. Als Mitglied unseres Teams sind Sie Ansprechpartner für unsere Senioren sowie Lieferanten, organisieren Service- und Wahl-Leistungen, gestalten Veranstaltungsprogramme und sorgen für die Erbringung der Dienstleistungen. Wir suchen ""Allrounder"", die aufgeschlossen und dienstleistungsorientiert sind. Sie sollten Freude am Umgang mit Menschen mitbringen. EDV-Kenntnisse und allgemeines Organisationstalent sind wünschenswert. Artis Service-Wohnen GmbH","Junior"
"Wissenschaftlicher Projektleiter (w/m)","Jobbörse Stellenangebote Wissenschaftlicher Projektleiter (w/m) Wissenschaftlicher Projektleiter (w/m) vom 01.08.2018 bei Stadtwerke Karlsruhe GmbH in Karlsruhe Jetzt BewerbenBewerben Ähnliche Jobs Drucken Merken gemerkt Weiterleiten Referenznummer: 67182-sde Wichtig: Unbedingt Referenznummer angeben. Sie vereinfachen damit die Bearbeitung Ihrer Bewerbung. Weitere Stellenangebote von Stadtwerke Karlsruhe GmbH __________________________________________________ Netzmonteur Fernwärme oder Heizungsmonteur (w/m) 26.07.2018 bei Stadtwerke Karlsruhe GmbH in Karlsruhe __________________________________________________ Betriebsingenieur/-manager (w/m) 18.07.2018 bei Stadtwerke Karlsruhe GmbH in Karlsruhe __________________________________________________ Datenschutzbeauftragter / Informationssicherheit (w/m) 18.07.2018 bei Stadtwerke Karlsruhe GmbH in Karlsruhe __________________________________________________ Ähnliche Stellenangebote __________________________________________________ Arbeitgeberprofil Requirements Engineer (m/w) Digitale Kundenservices 01.08.2018 Arbeitgeberprofil bei FILIADATA GmbH in Karlsruhe __________________________________________________ IT Service Techniker / Ingenieur (m/w) 31.07.2018 bei Erhardt Bürowelt in Karlsruhe __________________________________________________ Elektriker / Elektroinstallateur (m/w) 26.07.2018 bei Apleona HSG Südwest GmbH in Karlsruhe __________________________________________________ Junior Manager technische Kundenbetreuung (w/m) 20.07.2018 bei Stadtwerke Karlsruhe Netzservice GmbH in Karlsruhe __________________________________________________ Arbeitgeberprofil Referent (m/w) Prozesskoordination / Konditionen 06.07.2018 Arbeitgeberprofil bei dm-drogerie markt GmbH + Co. KG in Karlsruhe __________________________________________________ Arbeitgeberprofil Linux System Engineer (m/w) Foreman / Puppet 06.07.2018 Arbeitgeberprofil bei FILIADATA GmbH in Karlsruhe __________________________________________________ TK / VoIP Service-Techniker / Ingenieur (m/w) 31.07.2018 bei Erhardt Bürowelt in Karlsruhe __________________________________________________ Sachverständiger (m/w) für Elektrotechnik 30.07.2018 bei DEKRA Automobil GmbH in Karlsruhe __________________________________________________ Bauingenieur / Architekt als Projektleiter (m/w) Schlüsselfertigbau 30.07.2018 bei weisenburger bau gmbh in Rastatt, Karlsruhe, Bensheim, Stuttgart, Freiburg, Frankfurt am Main, Heidelberg, Rottweil __________________________________________________ Bauingenieur / Architekt als Projektingenieur (w/m) 27.07.2018 bei Harrer Ingenieure GmbH in Karlsruhe __________________________________________________ Jetzt Jobs per Mail passend zu dieser Anzeige bestellen! Jobs per Mail Oder nutzen Sie unseren Jobs per Whatsapp Service! Jobs per Whatsapp","Senior"
"Metallbauer/in - Konstruktionstechnik","Metallbauer/in - Konstruktionstechnik MOSAIK PERSONALAGENTUR Hamburg * Posted on 20 Dec 2018 * Job type: Full time * Career level: Professional/Experienced * Industry: Health and social * Sign up and apply * Create search alert Referenznummer 10000-1167929038-S Metallbauer/in - Konstruktionstechnik Arbeitgeber Stellenbeschreibung Im Auftrag eines renommierten Unternehmens suchen wir im Rahmen der Personalvermittlung Metallbauer (m/w) Unser Kunde bietet Ihnen: - 12,50€ - 16,50€ brutto Stundenlohn (abhängig von Ihrer Qualifikation und Berufserfahrung) - ein Arbeitsplatz ohne Wechsel an einem festen Ort - langfristig mit unbefristetem Arbeitsvertrag - angenehmes Arbeitsklima und interessante Entwicklungsmöglichkeiten - Festanstellung ohne Zeitarbeit möglich - Vollzeittätigkeit Ihre Aufgaben: - Herstellung Bauteilen nach technischen Zeichnungen - Montage von Aufbauten und deren Komponenten - Anfertigung von Blechbauteilen aus Stahl und Aluminium Anforderungen: - Abgeschlossene Berufsausbildung als Metallbauer/-in oder ähnlich - Teamfähigkeit - Körperliche Belastbarkeit und handwerkliches Geschick - Selbständige und zuverlässige Arbeitsweise Bitte geben Sie folgende Referenznummer an: JB-MetallB Haben wir Ihr Interesse geweckt? Dann rufen Sie uns an: 040 - 9999 0236 oder senden Sie uns Ihren Lebenslauf an: bewerbung@mosaik-personal.de Eine Bewerbung mit wenigen Klicks ist zudem über unsere Homepage möglich: www.mosaik-personal.de ***Wir sind eine zertifizierte Arbeitsvermittlung (keine Zeitarbeit) und arbeiten mit der Arbeitsplatz Arbeitsorte Hamburg, Hamburg, Deutschland Norderstedt, Schleswig-Holstein, Deutschland 25421 Pinneberg, Schleswig-Holstein, Deutschland 21509 Glinde, Kreis Stormarn, Schleswig-Holstein, Deutschland Ahrensburg, Schleswig-Holstein, Deutschland Seevetal, Niedersachsen, Deutschland Elmshorn, Schleswig-Holstein, Deutschland Wedel, Schleswig-Holstein, Deutschland Beginn der Tätigkeit 18.12.2018 Anzahl offener Stellen 8 * Fahrzeug-, Luft-, Raumfahrt und Schiffbautechnik (2538) * Mechatronik, Energie- und Elektroberufe (7419) * Mechatronik und Automatisierungstechnik (3496) * Energietechnik (3923) * Aus-, Trockenbau, Isolierung, Zimmerei, Glaserei, Rolladen (612) * Zimmerei, Glaserei, Rollladen- u. Jalousiebau (433) * Hochbau (122) * Tiefbau (57) * Bodenverlegung (269) * Technische Forschung und Entwicklung (154) * Gebäude- und versorgungstechnische Berufe (1912) * Klempnerei, Sanitär-, Heizungs- und Klimatechnik (1912) * Verkehrsberufe (109) * IT-Systemanalyse, Anwender, IT-Vertrieb (786) * IT-Systemanalyse, Anwenderberatung, IT-Vertrieb (125) * Softwareentwicklung, Programmierung (661) * Gesundheit, Medizin und Pflege (14135) * Gesundheits- und Krankenpflege, Rettungsdienst und Geburtshilfe (7198) * Human- und Zahnmedizin (494) * Altenpflege (5565) * Arzt- und Praxishilfe (878) * Nicht ärztliche Therapie und Heilkunde (967) * Pharmazie (95) * Körperpflege (142) * Medizin-, Orthopädie- und Rehatechnik (285) * Andere Berufe (67) * Fahrunterricht (67) Bitte wählen Sie mindestens ein Suchkriterium aus, um eine Benachrichtigung via E-Mail zu abonnieren. 19.12.2018, 20:26 E-Mail Schicken Sie uns Ihre Fragen zum Arbeiten und Leben in Deutschland auf Deutsch oder Englisch. Wir antworten Ihnen so schnell wie möglich. Hotline Über unsere Hotline erhalten Sie am Telefon eine persönliche Beratung auf Deutsch und Englisch. Wir freuen uns auf Ihren Anruf. FAQ Hier finden Sie Antworten auf die häufigsten Fragen zum Leben und Arbeiten in Deutschland sowie zu unserer Webseite und unseren Kooperationspartnern. Chat In unserem Chat können Sie Ihre Fragen auf Deutsch oder Englisch direkt an unsere Fachleute stellen, schnell und ohne Anmeldung. Jobs to match your lifestyle: Enter a job title or keyword Location Radius For recruiters: Post a job","Medior"
"Katzensitter für 3 Std. täglich","Webseite der Jobruf GmbH Icon welches Arbeitgeber-privat zeigt Icon wel­ches Eu­ro zeigt Icon wel­ches Kal­re­gel­ma­es­sig zeigt Icon wel­ches Pin zeigt Icon wel­ches Eu­ro zeigt Icon wel­ches Kal­re­gel­ma­es­sig zeigt Icon wel­ches Pin zeigt Icon welches Arbeitgeber-privat zeigt Icon welches Haus zeigt Icon welches Euro zeigt Icon welches Kalregelmaessig zeigt Icon welches Pin zeigt Icon welches Arbeitgeber-privat zeigt Icon welches Haus zeigt Icon welches Euro zeigt Icon welches Kalregelmaessig zeigt Icon welches Pin zeigt Icon welches Arbeitgeber-privat zeigt Icon welches Haus zeigt Icon welches Euro zeigt Icon welches Kalregelmaessig zeigt Icon welches Pin zeigt Icon welches Telefon zeigt Icon welches Briefumschlag zeigt Icon welches Facebook zeigt Icon welches Ssl zeigt * Für Arbeitgeber * Studentenjobs * Service Über uns FAQ * Kostenlos Anmelden als Arbeitgeber als Student * Einloggen Jobangebot: Katzensitter für 3 Std. täglich privates Jobangebot Be­wer­ben Zu­rück zur Lis­te 15,00 €/Tag ab so­fort un­be­fris­tet 3 Std. täg­lich 23617 Sto­ckels­dorf Haus­halt vor 1 Ta­gen * Be­treu­ungs­ort: Beim Hal­ter * Tier­art: Kat­ze * Per­sön­li­che An­mer­kun­gen: Vor­ran­gig: Die Kat­ze hat Dia­be­tes und muss nach der Sprit­ze über­wacht wer­den, um nicht in Un­ter­zu­cker zu fal­len. Wei­te­re The­men kann man spä­ter ab­sp­re­chen, z.B. Ur­laubs­be­treu­ung. ID: 481773 Job mel­den Be­wer­ben Zu­rück zur Lis­te Be­wer­ben Zu­rück zur Lis­te 15,00 €/Tag ab so­fort un­be­fris­tet 3 Std. täg­lich 23617 Sto­ckels­dorf Ähnliche Jobangebote Tierbetreuung Nagetier für 1 Std. mehrmals pro Woche Haushalt vor 2 Tagen Privates Jobangebot 10,00 €/Tag 1 Std. mehrmals pro Woche 22179 Hamburg + Hundesitter für 4 Std. wöchentlich Haushalt vor 2 Tagen Privates Jobangebot 30,00 €/Tag 4 Std. wöchentlich 21339 Lüneburg + Hundesitter am 10.10. für ca. 4 Stunden Haushalt vor 1 Monaten Privates Jobangebot 15,00 €/Tag ca. 4 Stunden 21335 Lüneburg Weitere Jobangebote in deiner Nähe Weitere Jobangebote beliebter Städte Wir sind persönlich erreichbar 0221 9331920 kundenservice@jobruf.de __________________________________________________ Mitglied der fairen Jobbörsen 4,7 / 5 aus 2379 Bewertungen Über 10.000 Fans auf Facebook! Datensicherheit ist uns wichtig","Junior"
"SAP - BPC Berater","Vertragsart: Vor Ort Start: 09.2018 Dauer: 3 Monate (Verlängerung möglich) Von: Keos Software Service GmbH Ort: München Eingestellt: 02.08.2018 Land: Deutschland SAP Administration BPC Cloud HANA __________________________________________________ Projekt merken Optionen * Drucken * Projekt melden Vielen Dank. Ihr Feedback wurde verschickt. __________________________________________________ Projektbeschreibung Melden Sie sich jetzt an und bewerben Sie sich direkt! Jetzt bewerben Derzeit sucht das Team der KEOS Software Service GmbH für einen Kunden: SAP - BPC Berater Es handelt sich um ein Planungsprojekt Anforderungen Möglichst Erfahrung in BPC 10 oder sogar embedded in S/4 HANA Einsatzort: München Projektlaufzeit: - (fulltime) Wenn Sie Interesse an diesem Projekt haben, senden Sie bitte Ihr aktuelles Profil im Word-Format unter Angabe Ihrer Verfügbarkeit und Ihres Tagessatzes / Stundensatzes an: Über CONVOTIS CONVOTIS ist eine innovative und wachsende Unternehmensgruppe mit Hauptsitz in Frankfurt am Main. Unser Schwerpunkt liegt auf den beiden folgenden Geschäftsfeldern: Digital Solutions - Wir entwickeln individuelle IT- und Technologie-Lösungen in den Bereichen Cloud Services, Enterprise Mobility, Portale und Webanwendungen. HR Services - Für unsere Kunden übernehmen wir eine große Bandbreite an HR-Dienstleistungen wie Lohn- und Gehaltsabrechnungen, Personalmanagement und -administration, und auch Customer und Staffing Services. Bereits seit 1999 setzen wir digitale Lösungen, IT- und Serviceprojekte im gesamten deutschsprachigen Raum um. Mit zahlreichen Kunden vor allen aus dem mittleren und gehobenen Mittelstand, zählen wir zu den etablierten Technologie- und Serviceunternehmen in Deutschland. CONVOTIS ist ein lösungsorientierter, finanzstarker und verlässlicher Partner für unsere Kunden. Melden Sie sich jetzt an und bewerben Sie sich direkt! Jetzt bewerben E-Mail: leer oder ungültig Ihre Empfehlung wurde an den Empfänger versandt.","Medior"
"Tarifbeschäftigte/n für die Bundespolizeiinspektion (Verwaltungsfachangestellte/r - Bundesverwaltung)","Tarifbeschäftigte/n für die Bundespolizeiinspektion (Verwaltungsfachangestellte/r - Bundesverwaltung) directhire Stellenangebotsbeschreibung: Wir suchen zum nächstmöglichen Zeitpunkt eine/n Tarifbeschäftigte/n für die Bundespolizeiinspektion Stuttgart Das Tätigkeitsfeld umfasst im Wesentlichen: · Postverteilung · Eingabe in polizeiliche Datensysteme inkl. Fristüberwachung · Asservatenverwaltung inkl. Fristüberwachung · Verwaltungs- und Büroorganisation Obligatorische Anforderungen · abgeschlossene Ausbildung zur/zum Verwaltungsfachangestellten, zur/zum Kauffrau/Kaufmann für Bürokommunikation oder zur/zum Bürokauffrau/Bürokaufmann Fakultative Anforderungen · Anwendungserfahrungen in MS-Office-Anwendungen (Word, Excel, PowerPoint) · Kenntnisse von Gesetzen, Verordnungen, Verwaltungsvorschriften, Verwaltungsabläufen und allgemeinen Bestimmungen von Geschäftsordnungen · hohes Maß an Organisationsfähigkeit · Teamfähigkeit · Zuverlässigkeit · Bereitschaft an Lehrgängen teilzunehmen Die Besetzung der Stelle erfolgt unbefristet. Die Eingruppierung wird durch eine noch zu erstellende Tätigkeitsdarstellung und -bewertung bestimmt. Das Entgelt richtet sich nach dem TVöD (voraussichtlich Entgeltgruppe 5). Die Bundespolizei hat sich die Gleichstellung von Frauen und Männern zum Ziel gesetzt. Bei gleicher Eignung, Befähigung und fachlicher Leistung werden Frauen nach Maßgabe des § 8 Bundesgleichstellungsgesetz (BGleiG) bevorzugt berücksichtigt. Schwerbehinderte Menschen werden nach Maßgabe des SGB IX bei gleicher Eignung bevorzugt berücksichtigt. Der Arbeitsplatz ist für eine Besetzung mit Teilzeitbeschäftigten grundsätzlich geeignet. Die Bereitschaft zu einer flexiblen Arbeitszeitgestaltung gemäß den dienstlichen Erfordernissen unter Berücksichtigung der familiären Belange wird vorausgesetzt. Die Eignung für eine sicherheitsempfindliche Tätigkeit im Sinne des Sicherheitsüberprüfungsgesetzes ist erforderlich. Ihre Bewerbung mit den üblichen Unterlagen (Anschreiben, Lebenslauf und Zeugnisse/Beurteilungen) wird bis zum 27. August 2018 erbeten an die: Bundespolizeidirektion Stuttgart SB 35 - Personal Wolfgang-Brumme-Allee 52 71034 Böblingen oder per Mail an: bpold.stuttgart.sb35@polizei.bund.de Nähere Auskünfte zum Tätigkeitsfeld erhalten Sie von Frau Sanwald telefonisch unter Tel. 0711/55049-150 und Auskünfte bei allgemeinen Fragen erteilt Ihnen Frau Maschek unter Tel. 07031/2128-3520. Hinweis: Schriftliche Bewerbungen können nicht zurückgesandt werden. E-Mail-Anhänge sollten ausschließlich in einer zusammenhängenden Datei im PDF-Format übermittelt werden. Andere Formate werden am Mailgateway der Bundespolizei automatisch gelöscht und können somit nicht berücksichtigt werden. Ergänzende Informationen: Anforderungen an den Bewerber: Zwingend erforderlich: Tabellenkalkulation Excel (MS Office), Präsentationsprogramm PowerPoint (MS Office), Textverarbeitung Word (MS Office) parttime Gewünschte Bewerbungsarten: per E-Mail, schriftlich Internetadresse: http://www.bundespolizei.de Geforderte Anlagen: Lebenslauf, Zeugnisse Stellenangebot-Details in der Jobbörse der BA aufrufen: 10000-1164252102-S 10000-1164252102-S","Medior"
"WIG-Schweißer/Orbital-Schweißer m/w, Vorrichter m/w nach ISO","Geben Sie bei Ihrer Bewerbung die Stellenreferenz und die Stellenbezeichnung an! Stellenreferenz: 211465-JOBPOINT Bezeichnung: WIG-Schweißer/Orbital-Schweißer m/w, Vorrichter m/w nach ISO Anzahl: 1 Beschreibung: Wir suchen für unser weltweites Montage-Unternehmen WIG-Schweißer m/w, Orbitalschweißer m/w und Vorrichter m/w nach Isometrie. Zu den Einsatzgebieten gehören auch: Dubai, Korea, England, USA, Dänemark, Schweiz, Holland, Belgien, Indien, Schweden, Norwegen, Island, Spanien Kenntnisse: Metallkenntnisse von Vorteil, aber nicht zwingend erforderlich Arbeitsort: Großbeeren Arbeitszeit: Vollzeit 07:00 - 16:00 Uhr Führerschein: Klasse B keine Bedingung, aber von Vorteil Befristung: nein Gehalt/Lohn: Anfangs 13,- €, Auslöse 44,- €, An-/Abreise Baustelle, Heimfahrt Zu besetzen ab: sofort Arbeitgeber: IDL Miebach GmbH Kontaktperson: Herr M. Böhle Straße: Am Wall 14 PLZ/Ort: 14979 Großbeeren Telefon: 033701 743-13 Telefax: 033701 743-19 E-Mail: m.boehle@miebach-group.com Internet: www.miebach-group.com Bewerbungsart: Bewerben Sie sich bitte per Post oder per E-Mail! Bemerkungen: Es sind mehrere Stellen zu besetzen.","Junior"
"SPS-Programmierer/in RDM","SPS-Programmierer/in RDM Mit Zeppelin wachsen Der Zeppelin Konzern ist an 190 Standorten in 35 Ländern vertreten. Das Unternehmen bietet Lösungen in den Bereichen Bau- und Bergbaumaschinen, Landmaschinen, Vermietung, Baulogistik und Baustellenmanagement, Antrieb und Energie, Engineering und Anlagenbau an und entwickelt neue digitale Geschäftsmodelle für die Bauwirtschaft und Industrie. Im Geschäftsjahr 2017 erwirtschaftete Zeppelin einen Umsatz von 2,75 Mrd. Euro. Zu diesem Erfolg trugen über 8.000 Mitarbeiter bei. Die Zeppelin Systems GmbH ist Teil der strategischen Geschäftseinheit Anlagenbau und ist spezialisiert auf den Bau von Anlagen zum Lagern, Fördern, Mischen, Dosieren und Verwiegen hochwertiger Schüttgüter. Zum nächstmöglichen Termin suchen wir für unseren Standort in Rödermark eine/n SPS-Programmierer/in. Ihre Aufgaben * Abwicklung von Automatisierungsprojekten mit Schwerpunkt SPS-Programmierung * Festlegung von Bedien- und Beobachtungskonzepten in enger Abstimmung mit der Hardwareplanung und der PC-/VISU-Abteilung * Softwareerstellung gemäß funktioneller und verfahrenstechnischer Vorgaben * Test, Optimierung und Prüfung der Steuerungssoftware * Unterstützung bei Inbetriebnahmen und Kundenschulungen * Dokumentation nach Inbetriebnahme und Auftragsabschluss Ihre Qualifikationen * Studium im Bereich Elektrotechnik/Automatisierungstechnik oder Ausbildung zum Automatisierungstechniker mit entsprechender Berufserfahrung * Erfahrung in der SPS-Programmierung und Abwicklung von Automatisierungsprojekten erforderlich * Fundierte Kenntnisse der Siemens S7 SPS-Systeme inkl. Feldbusse, Programmierung mit STEP 7/TIA inkl. WinCC * Analysefähigkeit, abstraktes Denken und Kommunikationsgeschick * Sehr gute Deutsch- und gute Englischkenntnisse in Wort und Schrift * Einschlägige Erfahrung in der Inbetriebnahme wünschenswert * Reisebereitschaft im Rahmen der Inbetriebnahme Wir bieten Ihnen eine einzigartige Unternehmenskultur, die auf den Werten von Ferdinand Graf von Zeppelin basiert. Als zukunftsorientiertes Stiftungsunternehmen handeln wir sozial und nachhaltig. Als Mitarbeiter profitieren Sie von vielfältigen Entwicklungsmöglichkeiten in unseren jeweiligen Geschäfts­bereichen. Unser Angebot an Sie runden freiwillige Sozialleistungen wie Maßnahmen zur Altersvorsorge ab. Wir freuen uns auf Ihre Online-Bewerbung. www.zeppelin.com","Medior"
"Zerspanungsmechaniker (m/w/d)","Zerspanungsmechaniker (m/w/d) Stellenbeschreibung Wir suchen: Wir, die A!B!C, suchen zur Verstärkung unseres Teams zum nächstmöglichen Zeitpunkt eine/n Zerspanungsmechaniker (m/w/d) / CNC-Dreher (m/w/d). Die Position ist bei einem renommierten, ausgewählten Kundenunternehmen aus dem Bereich Maschinenbau (Pumpenbau) in Vollzeit zu besetzen. Der Arbeitsort ist Apolda. DAS SIND IHRE AUFGABEN: * Einrichten und Bedienen von mehrachsigen CNC-Drehmaschinen * Bedienung von CNC-Drehmaschinen * Selbständiges Programmieren und Durchführung von Korrekturen * Durchführung von Qualitätsprüfungen (Maßkontrolle, ggfls. Einleiten von Korrekturmaßnahmen) * Wartung und Pflege der Maschinen DAS BRINGEN SIE MIT: * Eine abgeschlossene Ausbildung zum Zerspanungsmechaniker (m/w/d) mit entsprechender Erfahrung in diesem Bereich * Gute Kenntnisse in den CNC-Steuerungen * Der Umgang mit den gängigen Messmitteln ist Ihnen vertraut * Lesen von technischen Zeichnungen * Eine eigenständige und engagierte Arbeitsweise zeichnen Sie aus * Sie besitzen ein ausgeprägtes technisches Verständnis * Schichtbereitschaft * Teamfähigkeit und Zuverlässigkeit runden Ihr Profil ab VIELE GRÜNDE FÜR DIE A!B!C: * Eine sichere, pünktliche sowie leistungsgerechte Bezahlung nach Tarifvertrag * Weihnachts- und Urlaubsgeld * Kostenlose Arbeitssicherheitskleidung * Professionelle Beratung und Betreuung durch das Team der A!B!C * Langfristige Einsatzmöglichkeiten * Positionen mit Übernahme-Optionen in ein direktes Anstellungsverhältnis beim Kundenunternehmen * Renommierte Kunden-Unternehmen sowohl aus dem Mittelstand, als auch internationale Konzerne JETZT BEWERBEN & ZWEI AUSRUFEZEICHEN SETZEN !! Bei Fragen ist Ihnen Herr Giraldo Gomez gerne telefonisch 0202-260462-17 oder im Bewerber-Chat persönlich behilflich. Bewerben Sie sich schnell & unkompliziert mit ""Jetzt online bewerben"" innerhalb von 30 Sekunden auf diese Position. Gerne können Sie sich auch initiativ oder auf eines unserer anderen Stellenangebote bewerben! Gerne suchen wir auch für Sie den passenden Job! Wir sind gespannt Sie kennenzulernen und freuen uns auf Ihre Bewerbung! Hinweis: Wir verarbeiten alle eingehenden Bewerbungen mit unserem Bewerbermanagementsystemen Persy / L1. Weitere Informationen entnehmen Sie bitte unserer Datenschutzerklärung: http://abcpersonaldienstleistung.de/datenschutz/ _______________________________ KARRIERE-TIPPS - www.karriere-abc.com DIREKTVERMITTLUNGEN / PROJEKTE: https://karriere-abc.com/stellenangebote Firmenbeschreibung Die A!B!C UNTERNEHMENSGRUPPE, mit Hauptsitz in Wuppertal, ist langjähriger, professioneller Dienstleister für Unternehmensberatung, Personaldienstleistung und Projektentwicklung. Wir betreuen kleine, mittelständische und große Unternehmen aus der Region. Wir sind für Sie persönlich an den Standorten Wuppertal, Remscheid, Solingen, Rösrath, Duisburg, Mülheim an der Ruhr, Hilter und Apolda da. Stellendetails Einsatzort 99510 Apolda Thüringen Deutschland Branche Maschinen-/Anlagenbau Beruf Zerspanungsmechaniker / Zerspanungsmechanikerin Tätigkeitsbereich Produktion/Produktionsplanung Vergütung nach Erfahrung und Qualifikation Vertragsart Festanstellung (Zeitarbeit) Befristung unbefristet Referenznummer 152018-WUP-223 KONTAKT A!B!C Personal GmbH Herr Arn Giraldo Gomez Kleiner Werth 34 42275 Wuppertal http://www.abc.jetzt Jetzt bewerben mit: Bewerbungsformular Jetzt online bewerben!","Senior"
