"jobtitle","link","summary","description","Seniority"
"Sales Manager Offer & Order Support (w/m/d)","https://www.roberthalf.de/job/krefeld/sales-manager-offer-order-support-wmd/60050-0010785642-deen?page=4","Sales Manager Offer & Order Support (w/m/d) gesucht - Für unseren Kunden, mit Sitz in Krefeld, suchen wir ab sofort einen Sachbearbeiter (w/m). Der Einstieg erfolgt im Rahmen der...","<div class=""rh-job-page__job-info-text""><p><strong>Sales Manager Offer &amp; Order Support (w/m/d)</strong> <strong>gesucht</strong> - Für unseren Kunden, mit Sitz in Krefeld, suchen wir ab sofort einen Sachbearbeiter (w/m). Der Einstieg erfolgt im Rahmen der Arbeitnehmerüberlassung, dabei erhalten Sie einen unbefristeten Arbeitsvertrag von Robert Half. Die Betreuung und Vermittlung sowie alle unsere weiteren Serviceleistungen sind für Sie als Bewerber kostenfrei.  <br/> </p><br/><p><strong>Ihre Aufgaben als</strong><strong> Sales Manager Offer &amp; Order Support (w/m/d)</strong></p><br/><ul><br/><li>Prüfung und Bearbeitung von Anfragen und Bestellungen</li><br/><li>Angebotserstellung -und Nachverfolgung</li><br/><li>Dokumentation von Angeboten</li><br/><li>Durchführung von Auftragsverhandlungen mit Kunden</li><br/><li>Anlegen von Aufträgen im System</li><br/></ul><br/><p> <strong>Ihr Profil</strong></p><br/><ul><br/><li>Abgeschlossene kaufmännische Ausbildung oder vergleichbare kaufmännische Qualifikation</li><br/><li>Berufserfahrung in diesem Bereich</li><br/><li>Gute Russischkenntnisse</li><br/><li>Sicherer Umgang mit den gängigen MS-Office Anwendungen und SAP</li><br/><li>Kunden- und Dienstleistungsorientierung</li><br/><li>Eigenverantwortliche Arbeitsweise, Flexibilität und Organisationstalent</li><br/></ul><br/><p> </p><br/><p> <strong>Haben wir Ihr Interesse geweckt?</strong></p><br/><p>Dann bewerben Sie sich online als Sales Manager Offer &amp; Order Support (w/m/d) unter Angabe der <strong>Referenznummer</strong><strong> 60050-0010785642</strong> - Ihr Lebenslauf genügt. Bei Fragen steht Ihnen Frau Hannah Berndt von Robert Half gerne zur Verfügung.</p><img src=""https://counter.adcourier.com/cm9iZXJ0aGFsZi4wMTI1OS4xMDcxN0ByaGlkZS5hcGxpdHJhay5jb20.gif""/></div>",
"Mitarbeiter in der Kundenbetreuung (w/m)","https://www.roberthalf.de/job/hamburg/mitarbeiter-der-kundenbetreuung-wm/06780-0010787547-deen?page=4","Mitarbeiter in der Kundenbetreuung (w/m) gesucht - Für unseren Kunden, ein internationales agierendes Unternehmen mit Sitz im Hamburg, suchen wir ab sofort einen Mitarbeiter in der Kundenbetreuung (w/m...","<div class=""rh-job-page__job-info-text""><p><strong>Mitarbeiter in der Kundenbetreuung (w/m) </strong><strong>gesucht</strong> - Für unseren Kunden, ein internationales agierendes Unternehmen mit Sitz im Hamburg, suchen wir ab sofort einen Mitarbeiter in der Kundenbetreuung (w/m). Bei der Position handelt es sich um eine direkte Festanstellung bei unserem Kunden. Die Betreuung und Vermittlung sowie alle unsere weiteren Serviceleistungen sind für Sie als Bewerber kostenfrei.  </p><br/><p> </p><br/><p><strong>Ihre Aufgaben als Mitarbeiter in der Kundenbetreuung (w/m)</strong></p><br/><ul><br/><li>Telefonische und schriftliche Bearbeitung eingehender Anfragen und Beratung zu Dienstleistungen und Produkten im Geschäftsbereich</li><br/><li>Angebotsunterbreitung und -verhandlung</li><br/><li>Sachbearbeitung wie Erstellung, Aufbereitung sowie Versand von Unterlagen und Dokumenten (z. B. Kundenangebote)</li><br/><li>Reklamationsmanagement</li><br/><li>Pflege der Kundendaten-Software (CRM)</li><br/></ul><br/><p><strong>Ihr Profil</strong></p><br/><ul><br/><li>Abgeschlossene Berufsausbildung</li><br/><li>Erfahrung in der Kundenbetreuung</li><br/><li>Unternehmerisches Denken, selbstständige Arbeitsweise und Teamfähigkeit</li><br/><li>Hohe Kundenorientierung</li><br/><li>Kommunikationsfreudigkeit</li><br/><li>Gute Kenntnisse im Umgang mit MS Office und gerne auch SAP</li><br/><li>Gute Englischkenntnisse<br> </br></li><br/></ul><br/><p><strong>Unser Kunde bietet</strong></p><br/><ul><br/><li>Einen unbefristeten Arbeitsvertrag</li><br/><li>Sozialleistungen eines innovativen und expandierenden Unternehmens</li><br/><li>Einen zukunftssicheren Arbeitsplatz<br><br/></br></li><br/></ul><br/><p><strong>Haben wir Ihr Interesse geweckt?</strong></p><br/><p>Dann bewerben Sie sich online als Mitarbeiter in der Kundenbetreuung (w/m) unter Angabe der <strong>Referenznummer</strong><strong> 06780-0010787547 </strong> - Ihr Lebenslauf genügt. Bei Fragen steht Ihnen Herr Christian Giese von Robert Half gerne zur Verfügung.</p><img src=""https://counter.adcourier.com/cm9iZXJ0aGFsZi42NjA1Mi4xMDcxN0ByaGlkZS5hcGxpdHJhay5jb20.gif""/></div>",
"Absolvent im IT-Controlling (w/m)","https://www.roberthalf.de/job/munchen/absolvent-im-it-controlling-wm/06641-0010788293-deen?page=4","Absolvent im IT-Controlling (w/m) gesucht - Für unseren Kunden, einen internationalen Reiseveranstalter mit Sitz in München, suchen wir ab sofort einen Absolventen im IT-Controlling (w/m). Das...","<div class=""rh-job-page__job-info-text""><p><strong>Absolvent im IT-Controlling (w/m) </strong><strong>gesucht</strong> - Für unseren Kunden, einen internationalen Reiseveranstalter mit Sitz in München, suchen wir ab sofort einen Absolventen im IT-Controlling (w/m). Das Unternehmen betreibt verschiedene Reiseportale und beschäftigt bundesweit mehrere hundert Mitarbeiter. Sie möchten in Eigenverantwortung in einem Job mit Perspektive arbeiten? Dann bieten wir Ihnen ein Umfeld, in dem Sie Ihre Stärken entfalten können. Bei der Position handelt es sich um eine direkte Festanstellung bei unserem Kunden. Die Betreuung und Vermittlung sowie alle unsere weiteren Serviceleistungen sind für Sie als Bewerber kostenfrei.  <br/> </p><br/><p><strong>Ihre Aufgaben als Absolvent im IT-Controlling (w/m)</strong></p><br/><ul><br/><li>Selbstständige Erstellung der monatlichen Berichte und Identifizierung von Abweichungen</li><br/><li>Analyse der IT-Kosten im Konzern und der Geschäftsentwicklung</li><br/><li>Vierteljährliches Reporting für das Chief Controlling Office</li><br/><li>Ermittlung und Pflege von konzerninternen IT Verrechnungspreisen</li><br/><li>Durchführung von Rentabilitätsrechnungen einzelner IT-Projekte</li><br/><li>Erstellung von Planungen und Forecasts</li><br/></ul><br/><p> </p><br/><p><strong>Ihr Profil</strong></p><br/><ul><br/><li>Abgeschlossenes Studium in (Wirtschafts-)Informatik oder einem vergleichbaren Studiengang</li><br/><li>Idealerweise praktische Erfahrung im (IT-)Controlling</li><br/><li>Sicherer und routinierter Umgang mit Excel und ERP-Systemen</li><br/><li>Sehr gute Englischkenntnisse</li><br/><li>IT-Affinität<br> </br></li><br/></ul><br/><p><strong>Haben wir Ihr Interesse geweckt?</strong></p><br/><p>Dann bewerben Sie sich online als Absolvent im IT-Controlling (w/m) unter Angabe der <strong>Referenznummer</strong><strong> 06641-0010788293</strong> - Ihr Lebenslauf genügt. Bei Fragen steht Ihnen Herr Max Eineichner von Robert Half gerne zur Verfügung.  </p><img src=""https://counter.adcourier.com/cm9iZXJ0aGFsZi42Mjc2MS4xMDcxN0ByaGlkZS5hcGxpdHJhay5jb20.gif""/></div>",
"Mitarbeiter Marketing/ Öffentlichkeitsarbeit (w/m/d)","https://www.roberthalf.de/job/rhein-kreis-neuss/mitarbeiter-marketing-offentlichkeitsarbeit-wmd/06630-0010783466-deen?page=4","Mitarbeiter Marketing/ Öffentlichkeitsarbeit (w/m/d) gesucht - Für unseren Kunden, einen Finanzdienstleister mit Sitz in Neuss, suchen wir ab sofort einen Mitarbeiter für den Bereich Marketing/...","<div class=""rh-job-page__job-info-text""><p><strong>Mitarbeiter Marketing/ Öffentlichkeitsarbeit (w/m/d) </strong><strong>gesucht</strong> - Für unseren Kunden, einen Finanzdienstleister mit Sitz in Neuss, suchen wir ab sofort einen Mitarbeiter für den Bereich Marketing/ Öffentlichkeitsarbeit (w/m). Das Unternehmen ist einer der Marktführer in seiner Branche. Bei der Position handelt es sich um eine direkte Festanstellung bei unserem Kunden. Die Betreuung und Vermittlung sowie alle unsere weiteren Serviceleistungen sind für Sie als Bewerber kostenfrei.  </p><br/><p><strong>Ihre Aufgaben als Mitarbeiter Marketing/ Öffentlichkeitsarbeit (w/m/d)</strong></p><br/><ul><br/><li>Unterstützung in der externen Kommunikation (Öffentlichkeitsarbeit)</li><br/><li>Erstellung und Verantwortung für Marketingmaßnahmen</li><br/><li>Erstellen von Flyern, Broschüren und anderen Unternehmenspublikationen</li><br/><li>Vorbereitung und Organisation der Geschäftsdrucke (Briefbögen, Visitenkarten etc.)</li><br/><li>Verfassen von Texten für Websites, Newsletter und Printprodukte (inkl. Geschäftsbericht)</li><br/><li>Pflege unserer Websites</li><br/><li>Erstellen von Pressemeldungen, Pflege von Presse-/Medienverteilern, Planung, Durchführung und Nachbereitung von Veranstaltungen und Aktionen</li><br/><li>Erstellen von marketingrelevanten Auswertungen</li><br/><li>Koordination und Sicherstellung der Zusammenarbeit mit externen Dienstleistern/ Agenturen</li><br/><li>Vertretung im Team (insbesondere Gremien- und Projektarbeit)</li><br/></ul><br/><p><strong>Ihr Profil</strong></p><br/><ul><br/><li>Erfolgreich abgeschlossenes Studium im Bereich Marketing, Kommunikations-/ Medienwissenschaften, Geisteswissenschaften <span style=""text-decoration: underline;"">oder vergleichbare Ausbildung</span></li><br/><li>Berufliche Erfahrung (oder Praktika) im Bereich Marketing, Redaktion, PR und/oder Veranstaltungsmanagement</li><br/><li>Sehr gute Kommunikationsfähigkeit in Wort und Schrift sowie Kontaktstärke</li><br/><li>Sicherer Umgang mit den MS Office-Anwendungen</li><br/><li>Eigenständige Arbeitsweise, analytisches, konzeptionelles und strategisches Denken</li><br/><li>Organisationstalent und hohes Engagement</li><br/><li>Sehr gutes Verständnis für Grafik/Layout und fotografisches Talent</li><br/><li>Teamfähigkeit <br> </br></li><br/></ul><br/><p><strong>Haben wir Ihr Interesse geweckt?</strong></p><br/><p>Dann bewerben Sie sich online als Mitarbeiter Marketing/ Öffentlichkeitsarbeit (w/m/d) unter Angabe der <strong>Referenznummer</strong> <strong>06630-0010783466</strong> - Ihr Lebenslauf genügt. Bei Fragen steht Ihnen Herr Dejan Lekic  von Robert Half gerne zur Verfügung.  </p><img src=""https://counter.adcourier.com/cm96YWsuMzIyMjEuMTA3MTdAcmhpZGUuYXBsaXRyYWsuY29t.gif""/></div>",
"Absolvent Softwareentwicklung Java (w/m)","https://www.roberthalf.de/job/munchen/absolvent-softwareentwicklung-java-wm/06641-0010787452-deen?page=4","Absolvent Softwareentwicklung Java (w/m) gesucht - Für unseren Kunden, einen spezialisierten Automobilzulieferer mit Sitz im Großraum München, suchen wir ab sofort einen Absolventen als...","<div class=""rh-job-page__job-info-text""><p><strong>Absolvent Softwareentwicklung Java (w/m) </strong><strong>gesucht</strong> - Für unseren Kunden, einen spezialisierten Automobilzulieferer mit Sitz im Großraum München, suchen wir ab sofort einen Absolventen als Softwareentwickler Java (w/m). Das inhabergeführte Unternehmen zählt international zu den 100 größten Zulieferern und beschäftigt weltweit mehr als 12.000 Mitarbeiter. Der Kunde bietet Ihnen ein produktives Arbeitsumfeld, in welchem Sie von Anfang an Verantwortung übernehmen und den Grundstein für Ihre weitere Karriere legen. Bei der Position handelt es sich um eine direkte Festanstellung bei unserem Kunden. Die Betreuung und Vermittlung sowie alle unsere weiteren Serviceleistungen sind für Sie als Bewerber kostenfrei.<br/> </p><br/><p><strong>Ihre Aufgaben als Absolvent Softwareentwicklung Java (w/m)</strong></p><br/><ul><br/><li>Objektorientierte Softwareentwicklung: von der Konzeption (Analyse, Design) bis zur Implementierung</li><br/><li>Design von modernen Architekturen und Technologien</li><br/><li>Umsetzung von eigenen Ideen</li><br/><li>Mitarbeit an langfristigen und interessanten Projekten in einem agilen Entwicklungsteam</li><br/><li>Wartung und Pflege, ggf. Anpassung von Modulen im Betrieb</li><br/></ul><br/><p> </p><br/><p><strong>Ihr Profil</strong></p><br/><ul><br/><li>Abgeschlossenes Studium im Bereich IT oder in einem vergleichbaren Studiengang</li><br/><li>Ausgeprägte IT-Affinität</li><br/><li>Erfahrung in der Programmierung mit Java</li><br/><li>Idealerweise Erfahrung im Build-Management (z.B. Maven)</li><br/><li>Gute Deutsch- und Englischkenntnisse <br> </br></li><br/></ul><br/><p><strong>Unser Kunde bietet</strong></p><br/><ul><br/><li>Einen unbefristeten Arbeitsvertrag</li><br/><li>Home Office</li><br/><li>Interessante Fortbildungsmöglichkeiten</li><br/></ul><br/><p><strong>Haben wir Ihr Interesse geweckt?</strong></p><br/><p>Dann bewerben Sie sich online als Absolvent Softwareentwicklung Java (w/m) unter Angabe der <strong>Referenznummer</strong><strong> 06641-0010787452</strong> - Ihr Lebenslauf genügt. Bei Fragen steht Ihnen Herr Max Eineichner von Robert Half gerne zur Verfügung.</p><img src=""https://counter.adcourier.com/cm9iZXJ0aGFsZi4zMDY2Mi4xMDcxN0ByaGlkZS5hcGxpdHJhay5jb20.gif""/></div>",
"Billing Supervisor (m/w)","https://www.roberthalf.de/job/frankfurt-am-main/billing-supervisor-mw/1428iv-deen?page=4","Lust auf ein vielseitiges und interessantes Aufgabengebiet in einem erfolgreichen internationalen Unternehmen mit einer leistungsorientierten Atmosphäre? Dann bewerben Sie sich als Billing Supervisor (m/w) in unserem Corporate Service...","<div class=""rh-job-page__job-info-text""><p>Lust auf ein vielseitiges und interessantes Aufgabengebiet in einem erfolgreichen internationalen Unternehmen mit einer leistungsorientierten Atmosphäre? Dann bewerben Sie sich als Billing Supervisor (m/w) in unserem Corporate Service Center in Eschborn.</p><br/><p>Starten Sie jetzt Ihre Karriere bei Robert Half, dem weltweit führenden spezialisierten Personaldienstleister für Fach- und Führungskräfte mit mehr als 70 Jahren Erfahrung. </p><br/><p><strong>Was sind Ihre Aufgaben?</strong></p><br/><ul><br/><li>Verantwortung für die Koordination der Abteilung Billing</li><br/><li>Erster Ansprechpartner für das gesamte Billing-Team hinsichtlich der Verteilung der Aufgaben sowie der abschließenden Kontrolle und Prüfung mit dem Ziel, die Qualität der geleisteten Arbeit sicherzustellen</li><br/><li>Abwicklung der Rechnungslegung an die Kunden des Unternehmens</li><br/><li>Erstellung, Prüfung und Buchung von Rechnungen im Finanzsystem</li><br/><li>Unterstützung beim Monats-, Quartals- und Jahresabschluss</li><br/><li>Sicherstellung der Qualität der Faktura</li><br/><li>Überwachung und Steuerung der individuellen Leistungen und des gesamten Arbeitsvolumens des Billing-Teams</li><br/><li>Ansprechpartner für Fachabteilungen zur Klärung möglicher Unstimmigkeiten von Bestellungen und Rechnungen</li><br/><li>Durchführung von Einstellungsgesprächen sowie Support beim Onboarding neuer Mitarbeiter</li><br/><li>Führen von Mitarbeitergesprächen</li><br/><li>Definition von Individualzielen und Zielsetzung für die gesamte Abteilung</li><br/><li>Dokumentation und Optimierung von (neuen) Prozessen</li><br/><li>Freigabe von Gutschriftformularen, sowie Kontrolle und Sicherstellung hinsichtlich der Einhaltung von Fristen</li><br/></ul><br/><p><strong>Was sollten Sie mitbringen?</strong></p><br/><ul><br/><li>Idealerweise Bachelorabschluss im Bereich Finanzwesen</li><br/><li>Von Vorteil sind 2-3 jährige Berufserfahrung mit Führungsverantwortung in ähnlicher Position</li><br/><li>Umfangreiche Anwenderkenntnisse mit MS Office, idealerweise auch Oracle People Soft und P&amp;I Loga</li><br/><li>Akkurate Arbeitsweise, unternehmerisches Denken sowie Engagement, Flexibilität und eine schnelle Auffassungsgabe sowie Teamfähigkeit</li><br/><li>Verhandlungssicheres Deutsch und Englisch in Wort und Schrift</li><br/></ul><br/><p><strong>Was erwartet Sie?</strong></p><br/><p>Wir arbeiten nach unserer Philosophie Ethics first, die sich durch Ehrlichkeit, Integrität und Professionalität auszeichnet. Wenn Sie mit Elan, Professionalität, Energie, Humor und Freude in unserem Team eine aktive Rolle spielen wollen, freuen wir uns auf Ihre Bewerbung an karriere(at)roberthalf.net. </p><img src=""https://counter.adcourier.com/cm9iZXJ0aGFsZi4zODMyMC4xMDcxN0ByaGlkZS5hcGxpdHJhay5jb20.gif""/></div>",
"Personalberater (w/m) im Bereich der Zeitarbeit","https://www.roberthalf.de/job/dusseldorf/personalberater-wm-im-bereich-der-zeitarbeit/1370iv-deen?page=4","Sie wollen Erfolge feiern, dabei aber Sie selbst bleiben? Sie überzeugen im Sales-Bereich genauso wie beim Recruiting? Und Sie punkten mit einem unschlagbaren Mix aus starker Persönlichkeit, Power und starker Performance? Dann sind Sie...","<div class=""rh-job-page__job-info-text""><p>Sie wollen Erfolge feiern, dabei aber Sie selbst bleiben? Sie überzeugen im Sales-Bereich genauso wie beim Recruiting? Und Sie punkten mit einem unschlagbaren Mix aus starker Persönlichkeit, Power und starker Performance? Dann sind Sie bei Robert Half genau richtig! Vom Quereinsteiger bis hin zum Branchenkenner: Wir suchen Personalberater / Consultants (w/m) für unsere Bereiche, die für die Zeitarbeit zuständig sind.</p><br/><p>Wir sind momentan dabei, unsere Teams in den Bereichen der Zeitarbeit zu erweitern. Nutzen Sie jetzt Ihre Chance: Starten Sie Ihre Karriere bei Robert Half in<strong> Düsseldorf</strong>.</p><br/><p><strong>Spannende Position mit Verantwortung: Ihre Aufgaben als Personalberater / Consultant (w/m)</strong></p><br/><p>Als Personalberater / Consultant (w/m) bei Robert Half verbinden Sie Ihr Talent als Networker, Vertriebsprofi und Personalvermittler. So matchen Sie erfolgreich Bewerber und Unternehmen:</p><br/><ul><br/><li>Mit Ihrer überzeugenden Persönlichkeit akquirieren Sie renommierte Unternehmen und bauen ein starkes Netzwerk auf.</li><br/><li>Durch Ihre proaktive Kundenbetreuung sorgen Sie für eine nachhaltige Zusammenarbeit.</li><br/><li>Die besten Kandidaten erkennen Sie sofort und recruiten sie im Bereich der Zeitarbeit für unsere Kunden.</li><br/><li>Sie sind eigenständig für den kompletten Vermittlungsprozess verantwortlich: von der Bewerberselektion und -betreuung über die Vertragsverhandlungen bis hin zum erfolgreichen Abschluss.</li><br/></ul><br/><p><strong>Kommunikativ, offen, überzeugend: Ihr Profil als Personalberater / Consultant (w/m) </strong></p><br/><ul><br/><li>Sie haben erste Berufserfahrung im Studium, in Ihrer Ausbildung oder danach gesammelt - am besten im Vertrieb oder in der Dienstleistungsbranche.</li><br/><li>Erfolg fest im Blick: Sie arbeiten leidenschaftlich und nachhaltig an Ihren Zielen.</li><br/><li>Sie sind redegewandt und kommunikativ - nicht nur auf Deutsch. Sie punkten auch mit Ihren Englischkenntnissen.</li><br/><li>Als echtes Sales-Talent treten Sie sicher auf. Das macht Sie überzeugend charismatisch.</li><br/><li>Selbstverständlich übernehmen Sie Verantwortung - für sich und andere.</li><br/><li>Sie sind ein Teamplayer, der seinen Kollegen immer den Rücken stärkt.</li><br/></ul><br/><p><strong>Gute Gründe für Robert Half: Das erwartet Sie bei uns </strong></p><br/><ul><br/><li>Hohes Fixgehalt: Ihre starke Performance honorieren wir mit einem Top-Gehalt, attraktiven Boni und weiteren Zusatzleistungen.</li><br/><li>Erfolgreiches Onboarding: Unsere mehrmonatige Einarbeitung ist Ihre Starthilfe, damit Sie schnell Erfolge feiern.</li><br/><li>Karriere-Push: Wir fördern Ihr Potential als Top-Performer und bieten Ihnen die besten Chancen für Ihren Aufstieg.</li><br/><li>Firmenwagen: Ein Firmenwagen gehört mit zum Gesamtpaket.</li><br/><li>Office of the Future: Sie leisten einen tollen Job. Wir unterstützen Sie durch moderne Büroräume und moderne Devices (z.B. Tablet).</li><br/><li>Lukrative Wettbewerbe: Greifen Sie bei Sales-Competitions internationale Reisen und andere tolle Gewinne ab.</li><br/><li>Starker Zusammenhalt: Wir leben und feiern Teamspirit- für gemeinsame Erfolge.</li><br/></ul><br/><p><strong>Sie wollen mit Robert Half durchstarten - und dabei über sich selbst hinauswachsen? </strong></p><br/><p>Dann nutzen Sie jetzt die Chance: Bewerben Sie sich bei Robert Half als Personalberater / Consultant (w/m) in Düsseldorf. Bei Fragen steht Ihnen Frau Ann-Christin Buro unter +49 172/6716327 gerne zur Verfügung.</p><img src=""https://counter.adcourier.com/cm9iZXJ0aGFsZi44NzMxOC4xMDcxN0ByaGlkZS5hcGxpdHJhay5jb20.gif""/></div>",
"Accountant Interim (w/m)","https://www.roberthalf.de/job/stuttgart/accountant-interim-wm/06790-0010787966-deen?page=4","Accountant Interim (w/m) gesucht - Für unseren Kunden, ein Unternehmen mit Sitz im Großraum Stuttgart, suchen wir ab sofort einen freiberuflichen Accountant (w/m) für eine Einsatzdauer von sechs Monaten...","<div class=""rh-job-page__job-info-text""><p><strong>Accountant Interim (w/m) </strong><strong>gesucht</strong> - Für unseren Kunden, ein Unternehmen mit Sitz im Großraum Stuttgart, suchen wir ab sofort einen freiberuflichen Accountant (w/m) für eine Einsatzdauer von sechs Monaten. Bei der Position handelt es sich um eine Tätigkeit auf Projektbasis. Die Betreuung und Vermittlung sowie alle unsere weiteren Serviceleistungen sind für Sie als Bewerber kostenfrei. <br/> </p><br/><p><strong>Ihre Aufgaben als Accountant Interim (w/m)</strong></p><br/><ul><br/><li>Beratung im Tagesgeschäft der Buchhaltung (HGB)</li><br/><li>Finanzbuchhaltung</li><br/><li>Rechnungsprüfung</li><br/></ul><br/><p> </p><br/><p><strong>Ihr Profil</strong></p><br/><ul><br/><li>Ausbildung als Bilanzbuchhalter (w/m) oder vergleichbare Qualifikation</li><br/><li>Mehrjährige relevante Berufserfahrung bzw. Projekterfahrung im Finanz- und Rechnungswesen</li><br/><li>Sicherer und routinierter Umgang mit Excel und Navision</li><br/></ul><br/><p> </p><br/><p><strong>Haben wir Ihr Interesse geweckt?</strong></p><br/><p>Dann bewerben Sie sich online als Accountant Interim (w/m) unter Angabe der <strong>Referenznummer</strong> <strong>06790-0010787966</strong> - Ihr Lebenslauf genügt. Bei Fragen steht Ihnen Herr Mustafa Öz von Robert Half gerne zur Verfügung.  </p><img src=""https://counter.adcourier.com/cm96YWsuMDc2OTIuMTA3MTdAcmhpZGUuYXBsaXRyYWsuY29t.gif""/></div>",
"Steuerfachangestellter (w/m)","https://www.roberthalf.de/job/berlin/steuerfachangestellter-wm/06910-0010459099-deen?page=4","Steuerfachangestellter (w/m) gesucht - Für unseren Kunden, einer erfolgreichen Kanzlei im Berliner Umland, suchen wir einen Steuerfachangestellten (w/m). Es erwarten Sie abwechslungsreiche Aufgaben bei...","<div class=""rh-job-page__job-info-text""><p><strong>Steuerfachangestellter (w/m)</strong> <strong>gesucht</strong> - Für unseren Kunden, einer erfolgreichen Kanzlei im Berliner Umland, suchen wir einen Steuerfachangestellten (w/m). Es erwarten Sie abwechslungsreiche Aufgaben bei Mandanten aus unterschiedlichsten Branchen, eine gründliche Einarbeitung und kollegiale Unterstützung. Der Einstieg erfolgt im Rahmen der Arbeitnehmerüberlassung, dabei erhalten Sie einen unbefristeten Arbeitsvertrag von Robert Half. Die Betreuung und Vermittlung sowie alle unsere weiteren Serviceleistungen sind für Sie als Bewerber kostenfrei.  <br/> </p><br/><p><strong>Ihre Aufgaben als</strong><strong> Steuerfachangestellter (w/m)</strong></p><br/><ul><br/><li>Erstellung und Bearbeitung von handels- und steuerrechtlichen Jahresabschlüssen für Mandanten verschiedener Rechtsformen</li><br/><li>Bearbeitung von Steuererklärungen</li><br/><li>Steuerliche und betriebswirtschaftliche Gestaltungsberatung</li><br/><li>Analyse der kurzfristigen Erfolgsrechnung</li><br/><li>Selbstständige Mandantenbetreuung<br> </br></li><br/></ul><br/><p><strong>Ihr Profil</strong></p><br/><ul><br/><li>Abgeschlossene Ausbildung zum Steuerfachangestellten oder Steuerfachwirt (w/m)</li><br/><li>Professionelles und freundliches Auftreten bei der Mandantenbetreuung</li><br/><li>Selbstständige Arbeitsweise</li><br/><li>Sicherheit bei der Erstellung von Jahresabschlüssen und Steuererklärungen</li><br/><li>Gute DATEV-Kenntnisse wünschenswert<br> </br></li><br/></ul><br/><p><strong>Haben wir Ihr Interesse geweckt?</strong></p><br/><p>Dann bewerben Sie sich online als Steuerfachangestellter (w/m) unter Angabe der <strong>Referenznummer</strong><strong> 06910-0010459099</strong> - Ihr Lebenslauf genügt. Bei Fragen steht Ihnen Frau Julia Reemtsen von Robert Half gerne zur Verfügung.</p><img src=""https://counter.adcourier.com/cm96YWsuOTEzNTUuMTA3MTdAcmhpZGUuYXBsaXRyYWsuY29t.gif""/></div>",
"Einkaufsleiter Interim (w/m)","https://www.roberthalf.de/job/koln/einkaufsleiter-interim-wm/60030-0010770278-deen?page=4","Einkaufsleiter Interim (w/m) gesucht - Für unseren Kunden, ein Handelsunternehmen mit Sitz im Großraum Köln, suchen wir ab sofort einen freiberuflichen Einkaufsleiter (w/m) für eine Einsatzdauer von...","<div class=""rh-job-page__job-info-text""><p><strong>Einkaufsleiter Interim (w/m) </strong><strong>gesucht</strong> - Für unseren Kunden, ein Handelsunternehmen mit Sitz im Großraum Köln, suchen wir ab sofort einen freiberuflichen Einkaufsleiter (w/m) für eine Einsatzdauer von mindestens 4 Monaten. Bei der Position handelt es sich um eine Anstellung auf Projektbasis. Die Betreuung und Vermittlung sowie alle unsere weiteren Serviceleistungen sind für Sie als Bewerber kostenfrei. <br/> </p><br/><p><strong>Ihre Aufgaben als Einkaufsleiter Interim (w/m)</strong></p><br/><ul><br/><li>Aufbau der Einkaufsabteilung</li><br/><li>Leitung eines Teams von ca. neun Mitarbeitern</li><br/><li>Weiterentwicklung der Einkaufsprozesse am Standort</li><br/><li>Unterstützung und Beratung der Führungskräfte</li><br/><li>Schnittstellenfunktion zu anderen Bereichen</li><br/><li>Führung, Weiterentwicklung und Auswahl des Personals im Einkauf</li><br/><li>Lieferantenverhandlungen</li><br/></ul><br/><p><br> </br></p><br/><p><strong>Ihr Profil</strong></p><br/><ul><br/><li>Betriebswirtschaftliches Studium oder eine abgeschlossene kaufmännische Ausbildung</li><br/><li>Einschlägige Berufserfahrung im Bereich Einkauf</li><br/><li>Mindestens 5 Jahre Führungserfahrung</li><br/><li>Sicherer und routinierter Umgang mit Excel und ERP-Systemen</li><br/><li>Ausgeprägte Kommunikationsfähigkeit</li><br/><li>Selbstständige und sorgfältige Arbeitsweise</li><br/><li>Sehr gute Englischkenntnisse</li><br/></ul><br/><p> </p><br/><p><strong>Haben wir Ihr Interesse geweckt?</strong></p><br/><p>Dann bewerben Sie sich online als Einkaufsleiter Interim (w/m) unter Angabe der <strong>Referenznummer</strong><strong> 60030-0010770278</strong> - Ihr Lebenslauf genügt. Bei Fragen steht Ihnen Frau Schmidt von Robert Half gerne zur Verfügung.  </p><img src=""https://counter.adcourier.com/cm96YWsuMTQ4NzMuMTA3MTdAcmhpZGUuYXBsaXRyYWsuY29t.gif""/></div>",
