"jobtitle","link","summary","description"
"Business Manager","https://www.roberthalf.com/job/bridgewater-nj/business-manager/02670-0010934469?page=18","My client, located in Bridgewater, has an opportunity for a Business Manager.   Responsibilities Maintains a current, rolling budget-to-actual reporting system in MIP. Exercises financial control over all expenditures, ensuring that agency...","My client, located in Bridgewater, has an opportunity for a Business Manager. 

Responsibilities
Maintains a current, rolling budget-to-actual reporting system in MIP.
Exercises financial control over all expenditures, ensuring that agency funds are being used in a proper and efficient manner.  
Develops, implements and monitors agency budgets and financial performance of the agency, as related to actual revenue and expenditures. 
Assists with preparation and processing of agency payroll and follows all required procedures for payroll administration including filing of all required federal and state reports. 
Maintains up-to-date knowledge and complies with all legal requirements and governmental regulations in regard to all financial responsibilities
Monitors cash flow, including maintenance of all agency bank accounts. 
Responsible for fiscal soundness, focused on reducing expense and maximizing revenues. 
Prepares financial reports as assigned, including but not limited to reports for the Board of Trustees, Finance Committee, and Monthly Finance Department meetings. Maintains accurate and complete financial records. 
Develop Finance Departments SOP Manual. 
Cross-train all Finance personnel on department SOPs to ensure effective succession planning. 
Regularly keeps President/CEO and COO informed of the business financial status and provides advice on financial matters. 
Establishes and issues salary increases and employee incentive plan bonuses in concert with President/CEO and other department heads following set annual guidelines.
Manages the day-to-day activities of the Finance Department staff. 
Manages the cash flow of revenue and expenses, communicating trends and areas of concern to agency Executive Management Team. 
Reviews and approves the bi-weekly payroll register prior to official. 
 The ideal candidate will have 7+ years of accounting experience. BA Degree in Finance or related required.

 
If you are interested in this opportunity, please reach out to Matt Cohen at 908-252-1701 or [email protected] If you are already in contact with one of our recruiting managers, please reach out to that recruiter directly to discuss this opportunity. 
 Robert Half Finance & Accounting, the world's leader in specialized financial staffing, provides exciting full-time opportunities in the areas of accounting, bookkeeping, finance, audit, taxation and more. We pioneered the professional staffing industry, and we've been successfully matching professionals with employers since 1948. Our proven proprietary processes, along with our relationships in 325 locations worldwide, allow us to provide you unparalleled access to exciting career opportunities. But don't take our word for it. Our company has appeared on Fortune® magazine’s list of “World's Most Admired Companies” since 1998, and 9 out of 10 of our customers would recommend our service to a colleague.

Apply for this job now or contact our nearest office at 888.490.5461 for additional information.

All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.

© 2019 Robert Half Finance & Accounting. An Equal Opportunity Employer M/F/Disability/Veterans

By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
"
"Arrowhead Pre-Litigation Case Manager / Paralegal","https://www.roberthalf.com/job/phoenix-az/arrowhead-pre-litigation-case-manager-paralegal/00210-0010936086?page=18","Robert Half Legal is seeking a Pre-Litigation (not Litigation) Case Manager/ Paralegal for our client, a well-known law firm in Phoenix with offices in the GLENDALE and ARROWHEAD areas.   You must have 3+ years of solid Personal Injury Pre-...","Robert Half Legal is seeking a Pre-Litigation (not Litigation) Case Manager/ Paralegal for our client, a well-known law firm in Phoenix with offices in the GLENDALE and ARROWHEAD areas.


You must have 3+ years of solid Personal Injury Pre-Litigation experience including recent Arizona experience. 

Salary of $40-48K DOE + bonus potential + benefits package.

Please send your resume to [email protected] 
 Personal Injury Plaintiffs 
 Located in major North American and global markets, Robert Half Legal is the premier provider of legal staffing and consulting solutions on a full-time, project, and temporary basis, serving both law firms and corporate legal departments. We also provide project and eDiscovery teams and workspace for a wide range of initiatives, including litigation support, mergers and acquisitions and document review matters. Our dedicated teams' industry experience allows us to quickly match skilled legal professionals with the best available jobs. We offer challenging opportunities, competitive compensation and benefits, and skills-enhancement training.

Call your local Robert Half Legal office at 888.490.5592 to discover more about this position. Apply for this job now or contact our branch office for additional information.

All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.

© 2019 Robert Half Legal. An Equal Opportunity Employer M/F/Disability/Veterans

By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
"
"Revenue Cycle Specialist","https://www.roberthalf.com/job/portland-or/revenue-cycle-specialist/03600-9501883781?page=18","Robert Half is seeking a Revenue Cycle Specialist for a fast growing company in the Portland area. This is a 4-5 month role with a great possibility of extension. This role is responsible for understanding and optimizing the revenue cycle...","Robert Half is seeking a Revenue Cycle Specialist for a fast growing company in the Portland area. This is a 4-5 month role with a great possibility of extension. This role is responsible for understanding and optimizing the revenue cycle and maintaining a comprehensive understanding of the areas that can hinder optimal revenue capture. This position requires an in-depth understanding of coding and compliance rules and regulations. 

Responsibilities:
•	Ensure services provided are accurately captured in the medical record and billed
 appropriately by reviewing charts and individual charting tools/preference lists
•	Research supplies and medications dispensed and review billing
•	Provide feedback based on identified coding and denial trends
•	Maintain a current knowledge of regulations and legislation regarding billing
 compliance issues
•	Work on all coding related denials and related patient complaints
•	Implement changes and provide education & feedback in regards to denials that
 impact revenue flow and/or capture
•	Implement corrective action plans to improve revenue cycle outcomes. This may
 include (but not limited to) creating site-specific education or suggesting operational
 changes 
 Requirements:

•	Minimum 5 years current experience in revenue cycle and medical billing
•	Management experience
•	Minimum 3 years experience in a leadership position
•	B.S. or B.A. degree in Accounting, Healthcare Administration, Business
 Administration or a related field, preferred
•	Proficient in Microsoft Office with a focus in Excel and Word
Put your talents to the test by emailing your updated resume to [email protected] or call us at 503-525-8853. We look forward to hearing from you! 
 Our industry-leading alliances and broad client network provide you greater access to a variety of unique interim and long-term project opportunities that can keep you continuously engaged. We also provide competitive benefits and compensation packages, as well as online training and continuing professional education (CPE). Our parent company, Robert Half, has appeared on Fortune® magazine’s list of “World's Most Admired Companies” since 1998.

At Robert Half Management Resources, your experience matters - and we put it to good use. To apply for this position or for more information on other engagements, visit us online at roberthalfmr.com or call your branch office at 888.490.3198.

All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.

© 2019 Robert Half Management Resources. An Equal Opportunity Employer M/F/Disability/Veterans

By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
"
"Warehouse Paper/Toner","https://www.roberthalf.com/job/fort-wayne-in/warehouse-paper-toner/04082-0010927736?page=18","OfficeTeam is on the lookout for a dynamic, self-motivated and organized Mailroom Assistant to place with a client. This thriving company's Mailroom Assistant role's main duties include receiving and sorting mail and packages in a...","OfficeTeam is on the lookout for a dynamic, self-motivated and organized Mailroom Assistant to place with a client. This thriving company's Mailroom Assistant role's main duties include receiving and sorting mail and packages in a centralized room before distributing the items to appropriate departments and individuals. We also need the person we hire to manage and maintain physical and digital mail-sorting systems. Submit an application today! This short-term temporary employment opportunity is based in the San Antonio, Texas area.

How you will make an impact

- Help employees complete diverse projects as necessary

- Prevent assembly errors by maintaining an organized work station

- Attain and sort all incoming mail and packages from various carriers

- Purchase high volume of letters, memoranda, invoices, and other indexed documents within specified guidelines

- Record, group, and/or distribute mail and packages

- Direct clerical tasks like word processing, filing, scanning, archiving, and faxing

- Recoup data within allotted time frames

- Comfortable using mail processing equipment

- Maintain optimal machine performance by troubleshooting simple problems (clearing jams, refilling toner, replacing machine oil, etc.) 
 - Commitment and abilities to meet critical business deadlines

 - High school diploma or equivalent

- 2+ years of prior experience working in a high-volume mailroom setting

- Strong familiarity with switchboard phones from 1-10 lines

- Copying experience preferred

- Office supply and equipment ordering experience required

- Comprehensive knowledge of facilitation

 - The person in this position should be flexible and focused

 - Well trained in mail processing at organizational level

 - Complete general clerical operations tasks that are routine and/or repetitive in nature

- Exceptional time management skills preferred

- Competent in handling office equipment 
 OfficeTeam is the world's leader in professional staffing for office support jobs, focusing exclusively on the temporary and temporary-to-full-time placement of professionals in the administrative field. We are faster at finding you work because of the depth of our client network. Specifically, our professional staffing managers connect with thousands of hiring managers in North America every week to find your office support job opportunities. We evaluate all of our OfficeTeam temporaries' skills and match them with the needs of top employers in their area.

Apply for this job now or contact us today at 888.490.4154 for additional information.

All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.

© 2019 OfficeTeam. A Robert Half Company. An Equal Opportunity Employer M/F/Disability/Veterans.

By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
"
"Operations Director","https://www.roberthalf.com/job/kensington-md/operations-director/04540-0010933741?page=18","An Office Manager is wanted to maintain efficient operations by a growing company. Are you a self-starter looking to expand your career? This opportunity may be good fit for you. Learn more about this exciting opportunity by applying now...","An Office Manager is wanted to maintain efficient operations by a growing company. Are you a self-starter looking to expand your career? This opportunity may be good fit for you. Learn more about this exciting opportunity by applying now with OfficeTeam. Based in the Kensington, Maryland area, this Office Manager position is perfect for candidates seeking short-term temporary work.

Responsibilities

- Manage communication systems, office equipment, utility services, office reception, mail and distribution services, word processing, and copy services

- Evaluate current office organizational structure and make improvements

- Participate in creating and altering office policies and procedure for improved workflow

- Manage overall office administration

- Work with Management in monitoring budget for office related items and staff 
 - Adeptness in expense reports

- Knowledge of payroll

- Calendar managements and scheduling appointments experience

- Solid understanding of HR (Human Resources)

- Scheduling experience preferred

- Deep understanding of payroll for under 100 employees

- Job related experience

- Previous experience in a supervisory role preferred



If you are an administrative / office management detail oriented, this may be an excellent opportunity for you to expand your career. A candidate will be hired by the end of the week for this position - contact us now!

.If you are interested in this position, please send your resume to Cameron Helble at [email protected] 
 OfficeTeam is the world's leader in professional staffing for office support jobs, focusing exclusively on the temporary and temporary-to-full-time placement of professionals in the administrative field. We are faster at finding you work because of the depth of our client network. Specifically, our professional staffing managers connect with thousands of hiring managers in North America every week to find your office support job opportunities. We evaluate all of our OfficeTeam temporaries' skills and match them with the needs of top employers in their area.

Apply for this job now or contact us today at 888.490.4154 for additional information.

All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.

© 2019 OfficeTeam. A Robert Half Company. An Equal Opportunity Employer M/F/Disability/Veterans.

By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
"
"Jr. PHP Developer","https://www.roberthalf.com/job/princeton-nj/jr-php-developer/02720-0010878244?page=18","Robert Half Technology is currently looking for a talented PHP Web Developer who's passionate about user experience and design to join their team. Are you creative and talented at coding? Do you know a lot about enterprise systems? Then...","Robert Half Technology is currently looking for a talented PHP Web Developer who's passionate about user experience and design to join their team. Are you creative and talented at coding? Do you know a lot about enterprise systems? Then apply today to put your talents as a PHP Web Developer to the test. For this full-time position, you will work in Princeton, New Jersey.

Essential duties and responsibilities 
•	Maintain and enhance websites (primarily in WordPress)
•	Integrate applications and services through APIs
•	Triage and resolve reported bugs and issues
•	Active member of the product development group.

Other Duties & Responsibilities 
•	Making recommendations for technical solutions that meet business requirements.
•	Refactor older parts of our applications, to improve maintainability and extensibility.
•	Manage hosting and deployments as an active part of our dev ops setup.

If consideration please email [email protected] 
 Skills and Competencies
•	A passion for web development
•	Experience in PHP and LAMP Stack with expertise in WordPress sites. We are looking for specific experience in building plugins, configuring custom post types etc.
•	Experience in API integration with 3rd party services
•	Practical Git knowledge
•	Working knowledge of relational databases like MySQL or Postgres
•	Experience with AWS

Required Experience
•	1 to 2 years of professional experience in WordPress/ PHP

Preferred Experience
•	Continuous integration framework set up experience. 
•	Practical experience in deploying cloud native solutions in AWS.
•	Familiarity of JavaScript UI frameworks and knowledge of SPA and Progressive Web apps.

If consideration please email [email protected] 
 Technology doesn't change the world. People do.

As a technology staffing firm, we can't think of a more fitting mantra. We're extreme believers in technology and the incredible things it can do. But we know that behind every smart piece of software, every powerful processor, and every brilliant line of code is an even more brilliant person.

Leader among IT staffing agencies

The intersection of technology and people — it's where we live. Backed by more than 65 years of experience, Robert Half Technology is a leader among IT staffing agencies. Whether you're looking to hire experienced technology talent or find the best technology jobs, we are your IT expert to call.

We understand not only the art of matching people, but also the science of technology. We use a proprietary matching tool that helps our staffing professionals connect just the right person to just the right job. And our network of industry connections and strategic partners remains unmatched.

Apply for this job now or contact our branch office at 888.490.4429 to learn more about this position.

All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.

© 2019 Robert Half Technology. An Equal Opportunity Employer M/F/Disability/Veterans.

By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
"
"Facilities Supervisor","https://www.roberthalf.com/job/denver-co/facilities-supervisor/00610-0010936132?page=18","Law Firm Facilities/Office Services Supervisor   Our client, a leading international law firm is seeking a 5 plus years facilities and office services supervisor to lead and maintain the facility and office services and the reception area....","Law Firm Facilities/Office Services Supervisor 

Our client, a leading international law firm is seeking a 5 plus years facilities and office services supervisor to lead and maintain the facility and office services and the reception area. Responsibilities will include, managing facility project activities including space utilization planning, interior planning, construction, furniture installation, building access and security, and electrical systems, developing range facility plans and facility maintenance. This position will conduct cost analyses as needed to determine business strategies relating to security, service contracts, utilities, housekeeping, furniture, and construction. This position will prepare and monitor project-related schedules to ensure construction, remodel, reconfiguration, and move projects are completed on schedule and within budget. The facilities supervisor will manage outside contractors and oversee completion of work and inspect work to ensure it meets specifications. This position will oversee office services and reception functions. Interview and select candidates for employment in the office services department. This position requires 5 years experience in an Offices Services or Facilities role, ideally at a law firm, strong verbal and written communication skills, ability to multitask, strong negotiation skills, and good Office Suite skills. The firm offers a very competitive salary and excellent benefits, including paid parking downtown. If you are qualified for this position, please email your resume to Director, [email protected] for immediate consideration! 
 5 plus years of facilities and office services management
Law firm experience 
Vendor management
Building management 
 Located in major North American and global markets, Robert Half Legal is the premier provider of legal staffing and consulting solutions on a full-time, project, and temporary basis, serving both law firms and corporate legal departments. We also provide project and eDiscovery teams and workspace for a wide range of initiatives, including litigation support, mergers and acquisitions and document review matters. Our dedicated teams' industry experience allows us to quickly match skilled legal professionals with the best available jobs. We offer challenging opportunities, competitive compensation and benefits, and skills-enhancement training.

Call your local Robert Half Legal office at 888.490.5592 to discover more about this position. Apply for this job now or contact our branch office for additional information.

All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.

© 2019 Robert Half Legal. An Equal Opportunity Employer M/F/Disability/Veterans

By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
"
"Payroll Tax","https://www.roberthalf.com/job/issaquah-wa/payroll-tax/04400-9501883363?page=18","Responsible for the preparation and processing of semi-monthly payrolls for multi-states in US  Manage workflow to ensure all payroll transactions are processed accurately and timely Reconcile payroll prior to transmission and validate...","Responsible for the preparation and processing of semi-monthly payrolls for multi-states in US 
Manage workflow to ensure all payroll transactions are processed accurately and timely
Reconcile payroll prior to transmission and validate confirmed reports
Understand proper taxation of employer paid benefits
Provide prompt, friendly, and efficient customer service to employees who have questions regarding their pay, deductions, or the payroll process
Perform accounting/general ledger functions as it relates to payroll and compensation (journal entries, payroll accruals, account reconciliations, etc.)
Assist with quarterly and annual audits with internal, 401-k auditors, worker compensation and other external auditors
Process correct garnishment calculations and compliance
Execute eTime time and attendance processing and interface with payroll
Process accurate and timely year-end reporting when necessary (W-2, W-2c, etc)
Set up new State(s) in ADP and apply for employment related accounts in compliance to particular State regulation
Review and process expense reimbursement in Concur
Reconcile departmental credit card(s) on monthly basis
Process and enter Supplier invoices in ERP system
Provide excellent customer service to internal employee and external customers
Work closely with HR department on new hire, termination, system implementation, etc.
Perform Ad hoc project(s) as needed
QUALIFICATIONS

To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

If you are interested in being considered for this opportunity please send your resume to [email protected] This role is exclusive to Accountemps. 
 Detailed oriented is required
Bachelor’s degree in Accounting and/or Finance
CPP preferred but not required.
Strong proficiency in Microsoft Office; advanced experience with Excel
Team player
4-6 years’ experience processing multi-state payroll
Ability to handle highly confidential information
Excellent people, collaboration and customer service skills
Working knowledge of payroll best practices.
Strong knowledge of federal and state regulations.
Strong PC skills including proficiency in Excel.
Working knowledge of ADP
Strong work ethic and team player.
High degree of professionalism.
Ability to deal sensitively with confidential material
Strong interpersonal (verbal and written) communication skills.
Ability to communicate with various levels of management.
Decision-making, problem-solving, and analytical skills.
Organizational, multi-tasking, and prioritizing skills. 
 Accountemps matches highly skilled professionals with accounting finance jobs at the best companies on a temporary and temporary-to-hire basis. Our mission is to provide you with a rewarding finance or accounting job that is well matched to your professional skills – helping you to advance in your career. Our experience, combined with the resources of our worldwide network of offices, makes Accountemps a great resource for your career. We offer excellent opportunities to find temporary accounting and finance jobs for all experience levels. From accounting clerks and bookkeepers to accounts payable and staff accountants, we can provide you unparalleled access to exciting career opportunities. But don't take our word for it. Our company has appeared on Fortune® magazine’s list of “World's Most Admired Companies” since 1998, and 9 out of 10 of our customers would recommend our service to a colleague.

Contact your local Accountemps office at 888.490.3195 or visit www.accountemps.com to apply for this job now or find out more about other job opportunities.

All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.

© 2019 Accountemps. An Equal Opportunity Employer M/F/Disability/Veterans

By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
"
"Accounts Receivable Clerk/Accounts Receivable Admin","https://www.roberthalf.com/job/san-jose-ca/accounts-receivable-clerk-accounts-receivable-admin/00420-0010935144?page=18","Accountemps currently has a position open within the Property Management for a motivated Accounts Receivable (A/R) Clerk/Accounts Receivable Administrative Assistant. In this position, you will enter, post and reconcile batches, research...","Accountemps currently has a position open within the Property Management for a motivated Accounts Receivable (A/R) Clerk/Accounts Receivable Administrative Assistant. In this position, you will enter, post and reconcile batches, research and resolve customer A/R issues, collection calls, maintain cash receipts, and provide customer service to tenants.This is a long-term temporary-to-hire Accounts Receivable Clerk position and is based in the San Jose, California area. This is a great opportunity for an Admin Assistant who is looking to continue growing their skills, as the client is happy to train.

Your responsibilities

- Review status of delinquent accounts daily and initiate collection action by contacting customers

- Assist in setting up payment plans; contact clients to help resolve payment issues

- Promote, communicate, and reinforce the mission, values and culture of the organization

- Settle bank accounts, posting and balancing financial data in a variety of ledgers

- Communicate information, as requested to shippers, customers, and internal team members

- Carry out an assortment of basic accounting tasks in accordance with standard procedures, including general accounting tasks

The ideal Accounts Receivable Clerk/AR Admin will be a quick learner, friendly and positive attitude, and bilingual in Spanish. If you are interested in being considered, please email your resume to: [email protected] you! 
 - At least a year experience in an office setting--open to administrative candidates that are open to growing their accounting skills

- Detailed and have the ability work independently

- Accounts receivable experience is preferred, however, open to entry level

- AA or BS/BA degree in Accounting or related field--Open to candidates that are going to school or express interest in growing their skills

- Proficiency in Microsoft Office with strong Excel skills 
 Accountemps matches highly skilled professionals with accounting finance jobs at the best companies on a temporary and temporary-to-hire basis. Our mission is to provide you with a rewarding finance or accounting job that is well matched to your professional skills – helping you to advance in your career. Our experience, combined with the resources of our worldwide network of offices, makes Accountemps a great resource for your career. We offer excellent opportunities to find temporary accounting and finance jobs for all experience levels. From accounting clerks and bookkeepers to accounts payable and staff accountants, we can provide you unparalleled access to exciting career opportunities. But don't take our word for it. Our company has appeared on Fortune® magazine’s list of “World's Most Admired Companies” since 1998, and 9 out of 10 of our customers would recommend our service to a colleague.

Contact your local Accountemps office at 888.490.3195 or visit www.accountemps.com to apply for this job now or find out more about other job opportunities.

All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.

© 2019 Accountemps. An Equal Opportunity Employer M/F/Disability/Veterans

By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
"
"Conversion Specialist","https://www.roberthalf.com/job/san-antonio-tx/conversion-specialist/04082-9501882443?page=18","On a daily basis, the cash management specialist will assist existing clients with a digital conversion of their billing and payment processing software. The cash management specialist will also assist customers to transition billing...","On a daily basis, the cash management specialist will assist existing clients with a digital conversion of their billing and payment processing software. The cash management specialist will also assist customers to transition billing records, verifying master billing information to ensure that once the billing system conversion takes place the payments are processed appropriately. The cash management specialist will also help to convert financial services institutions on to the new billing system. The cash management specialist will assist financial services companies, banks and credit unions and small business to set up ACH and EFT payments. The cash management specialist will assist the small businesses, banks and credit unions by arranging, coordinating and administering WebEx conference calls. The cash management specialist will work in a high paced call center environment. The cash management specialist will also handle the following treasury and cash management functions; as well as be familiar with banking terminology such as BSA (Bank Secrecy Act), AML (Anti-Money Laundering), ACH (Automated Clearing House), Hard Token, and Soft Token.

• Effectively & efficiently manages the conversion of assigned business clients 
from legacy platform to new, target platform.
• Mostly small business and less complex business clients (Tier 3) and lower end 
of Tier 2 
• Leads training session(s) over electronic means with client on the phone 
utilizing Skype for business (or equivalent) tool 
• Consults with Clients and Customers to identify additional needs related to the 
products or services 
• Recommends/trains appropriate products, services, or solutions
• Works on assigned client programs
• Performs duties in a courteous, efficient, and detail oriented manner
• Meets/Exceeds Company and client goals for levels of performance
• Responsible for inbound or outbound call segment based on individual 
assignment.
• Ensure security and privacy of customer/client information
• Provide education and support regarding products and services
• Probes to identify client/customer needs and offer appropriate products, 
services, and solutions
• Utilizes available resources appropriately to accurately service 
clients/customers 
• Ensures appropriate follow-through steps are completed for each call
• Maintains complete and accurate records of all call activity as required 
• Maintains a detail oriented appearance and a quality work environment that 
adheres to all safety and security policies
• Monitors individual performance tracking data and provides input for 
Individual Development Plans
• Assists peers with policy and procedural questions
• Successfully completes initial new Digital Conversion detail oriented training 
program and completes all required learning and ongoing training 
 The best candidates for the cash management treasury specialist will have experience processing and setting up ACH, EFT payments. The best candidates for the cash management and treasury specialist will have a Bachelor’s Degree and a minimum of one year experience working in a treasury department or as a cash management specialist. The best cash management specialist will be comfortable working in a call center environment making outbound calls to existing customers to educate them on a new software program that will help them with processing payments, payroll and billing for customers. The best cash management specialist will experience conducting WebEx conferences. The cash management specialist should have advanced computer skills and be able to learn and educate others on new software packages in a short period of time. 
 Accountemps matches highly skilled professionals with accounting finance jobs at the best companies on a temporary and temporary-to-hire basis. Our mission is to provide you with a rewarding finance or accounting job that is well matched to your professional skills – helping you to advance in your career. Our experience, combined with the resources of our worldwide network of offices, makes Accountemps a great resource for your career. We offer excellent opportunities to find temporary accounting and finance jobs for all experience levels. From accounting clerks and bookkeepers to accounts payable and staff accountants, we can provide you unparalleled access to exciting career opportunities. But don't take our word for it. Our company has appeared on Fortune® magazine’s list of “World's Most Admired Companies” since 1998, and 9 out of 10 of our customers would recommend our service to a colleague.

Contact your local Accountemps office at 888.490.3195 or visit www.accountemps.com to apply for this job now or find out more about other job opportunities.

All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.

© 2019 Accountemps. An Equal Opportunity Employer M/F/Disability/Veterans

By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
"
"Billing Administrator","https://www.roberthalf.com/job/hoffman-estates-il/billing-administrator/01310-0010934023?page=19","Description  Working for the Northwest suburb’s Salaried detail oriented Service team you will have a rewarding career as a Billing Administrator. You will have the opportunity to grow yourself as a detail oriented as well as being...","Description 
Working for the Northwest suburb’s Salaried detail oriented Service team you will have a rewarding career as a Billing Administrator. You will have the opportunity to grow yourself as a detail oriented as well as being challenged by having the opportunity to work with a variety of software systems. Salaried detail oriented Service is the premier provider of accounting and finance professionals on a long-term and recurring basis. Our salaried professionals are employees of Accountemps and receive “Fortune 500” quality benefits, and paid vacations/holidays. We can offer you challenging job opportunities in various industries, new skills development and occasional travel if desired. As an Accountemps Salaried detail oriented, you don’t just do fill-in work; you have an opportunity to be a part of different teams working on diverse projects.

This position will require strong attention to detail, and a knack for prioritizing and organizing their workloads. If you're a motivated, detail-oriented, and eager to get your career off the ground, you might be interested in this position! In this Billing Administrator position, your responsibilities will include reviewing bills and entering data into spreadsheets and accounting software. If you're looking for work in the Rosemont, Illinois area, this full-time Billing Administrator opportunity might be right for you.

What you get to do every day

- Obtain missing or correct data when necessary, after evaluating billing documents and other data for accuracy and completeness

- Evaluate, process, and review bills or invoices for services rendered

- Operate closely with other functional teams to certify data quality and consistency

- Form financial controls and procedures 
 - Minimum Associate’s degree preferred

-	Intermediate to advanced Excel skills including pivot tables and v-lookups

- Ability to enter data into various electronic systems while maintaining the integrity and accuracy of the data

- Billing experience desired

- Ability to communicate verbally and in writing effectively throughout all levels of the company

- Strong expertise in spreadsheets, internet applications and ERP systems 
 Robert Half Finance & Accounting, the world's leader in specialized financial staffing, provides exciting full-time opportunities in the areas of accounting, bookkeeping, finance, audit, taxation and more. We pioneered the professional staffing industry, and we've been successfully matching professionals with employers since 1948. Our proven proprietary processes, along with our relationships in 325 locations worldwide, allow us to provide you unparalleled access to exciting career opportunities. But don't take our word for it. Our company has appeared on Fortune® magazine’s list of “World's Most Admired Companies” since 1998, and 9 out of 10 of our customers would recommend our service to a colleague.

Apply for this job now or contact our nearest office at 888.490.5461 for additional information.

All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.

© 2019 Robert Half Finance & Accounting. An Equal Opportunity Employer M/F/Disability/Veterans

By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.
"
